iter	RMSE
210	0.1043209378
211	0.1042131322
212	0.1041908599
213	0.1040528115
214	0.1038858403
215	0.1036936418
216	0.1036065997
217	0.1035004792
218	0.1033007484
219	0.1032120995
220	0.1030485657
221	0.1029642372
222	0.1027451147
223	0.1026004578
224	0.1024760855
225	0.1022987905
226	0.102244709
227	0.1020882011
228	0.1019705479
229	0.1018654602
230	0.1017490162
231	0.101571617
232	0.1014252099
233	0.1013090128
234	0.1011535165
235	0.1009209489
236	0.1007951874
237	0.1006510793
238	0.1005627305
239	0.1003856325
240	0.1002626163
241	0.1000435487
242	0.09992919831
243	0.09988362303
244	0.09976347638
245	0.09962404694
246	0.09948206049
247	0.09937236658
248	0.09925991371
249	0.09911942775
250	0.09903033022
251	0.09900827966
252	0.09897573664
253	0.09883747883
254	0.09875512571
255	0.09866507765
256	0.09853194817
257	0.09851056138
258	0.09839406455
259	0.09837160667
260	0.09833381701
261	0.09822327701
262	0.09805454907
263	0.0978760051
264	0.09783744809
265	0.09769187316
266	0.09759643195
267	0.09755492405
268	0.09742367973
269	0.09735510224
270	0.09722600947
271	0.09706146562
272	0.09702750332
273	0.09699092831
274	0.09684387019
275	0.09670340275
276	0.09658549287
277	0.09654265403
278	0.09641761255
279	0.09630827819
280	0.09620837372
281	0.09618190556
282	0.09615199416
283	0.09592494621
284	0.09570376597
285	0.09558611826
286	0.09543968464
287	0.09527352075
288	0.0951074551
289	0.09484482387
290	0.09472727036
291	0.09469833794
292	0.09467783608
293	0.09445684186
294	0.09435731753
295	0.09420929402
296	0.09418920678
297	0.09412971775
298	0.09410827905
299	0.09396399927
300	0.09393445122
301	0.0939175919
302	0.09381210638
303	0.09365343274
304	0.09357190721
305	0.09354741439
306	0.09343855966
307	0.09341871985
308	0.09326817122
309	0.09309893374
310	0.09293430765
311	0.09278783472
312	0.09264425146
313	0.09252319535
314	0.09248235632
315	0.09246349014
316	0.09244436623
317	0.09242101514
318	0.09221773974
319	0.09212539126
320	0.09210384309
321	0.09207678669
322	0.09195935512
323	0.09181822016
324	0.09179790625
325	0.09178244221
326	0.09176586752
327	0.09174570312
328	0.09159814628
329	0.09157827538
330	0.09142148558
331	0.09130899277
332	0.09121180693
333	0.09110048798
334	0.09107780944
335	0.09104818634
336	0.09095247946
337	0.09083463084
338	0.09070871685
339	0.09064545001
340	0.09044697319
341	0.09032495639
342	0.09017179055
343	0.09014305627
344	0.09003088502
345	0.08989134629
346	0.08974439902
347	0.08957374849
348	0.08939502083
349	0.08937217173
350	0.08924384029
351	0.08911032209
352	0.08907071203
353	0.0889936501
354	0.08889014964
355	0.08879441661
356	0.08865582476
357	0.08856025263
358	0.08841023409
359	0.08829820515
360	0.08827134005
361	0.08816405666
362	0.08814431672
363	0.08801653406
364	0.0879836161
365	0.08788923489
366	0.08777024041
367	0.08775175153
368	0.08773610525
369	0.08767034051
370	0.08758441865
371	0.08746121447
372	0.08738845847
373	0.08736228432
374	0.08726970799
375	0.08712845345
376	0.08710257213
377	0.08699518813
378	0.08693056488
379	0.08677992934
380	0.08676611028
381	0.08673171182
382	0.08655734816
383	0.08641135008
384	0.08624983052
385	0.086179073
386	0.08609189426
387	0.08595644756
388	0.08585815614
389	0.08579729665
390	0.08567010145
391	0.08564607403
392	0.08561402845
393	0.08550931402
394	0.08549277483
395	0.08538410543
396	0.08528202901
397	0.08516322993
398	0.08497067427
399	0.08484758149
400	0.08482355281
401	0.08472975614
402	0.08461251719
403	0.08453853189
404	0.08452263817
405	0.08438061294
406	0.08435724677
407	0.08434705466
408	0.08424381756
409	0.08422993774
410	0.08414277413
411	0.08412456174
412	0.08390727167
413	0.08382356386
414	0.08380915903
415	0.08370451896
416	0.08362335511
417	0.08355104393
418	0.08344620603
419	0.08335670032
420	0.08326173828
421	0.08315260773
422	0.08313014982
423	0.0829971942
424	0.08286645597
425	0.08275153432
426	0.08265400602
427	0.08251500874
428	0.08242816584
429	0.08232090417
430	0.08220169044
431	0.08209110922
432	0.08200183791
433	0.08198582506
434	0.08185792907
435	0.08174023321
436	0.08172740118
437	0.08162319474
438	0.08161261488
439	0.08154836018
440	0.08145946093
441	0.08144952253
442	0.08143005302
443	0.08134155067
444	0.08133124522
445	0.08122041918
446	0.0811030915
447	0.08095648986
448	0.08094701579
449	0.08086157438
450	0.08075754531
451	0.08068127607
452	0.08057941265
453	0.08049027659
454	0.08048089286
455	0.08042639188
456	0.08040706217
457	0.0803306471
458	0.08021301308
459	0.08014349159
460	0.08004531659
461	0.07998144367
462	0.07990850214
463	0.07983030335
464	0.07977254492
465	0.07976352378
466	0.07965008552
467	0.07954535623
468	0.07950271145
469	0.07937407697
470	0.07927304526
471	0.07913270091
472	0.07901709859
473	0.07888072799
474	0.07880142737
475	0.07874610019
476	0.07868591189
477	0.07865022985
478	0.07857523213
479	0.0785115172
480	0.07842935803
481	0.07832623584
482	0.0782369151
483	0.07813363886
484	0.07812321252
485	0.07805909839
486	0.07794869251
487	0.07786359864
488	0.0777708805
489	0.07766842794
490	0.0775965633
491	0.07745137171
492	0.07737248846
493	0.07732549016
494	0.07725344648
495	0.07724569353
496	0.0772063282
497	0.07714740977
498	0.07707630283
499	0.0769046712
500	0.07682346935
501	0.07671813624
502	0.07667726017
503	0.07660876822
504	0.07652318686
505	0.076406693
506	0.07636243356
507	0.0762680927
508	0.07620474968
509	0.07612561862
510	0.07609035505
511	0.07608179383
512	0.07599364513
513	0.07591745348
514	0.07583202718
515	0.07574221864
516	0.0757255878
517	0.07559238868
518	0.07558465595
519	0.07554153665
520	0.07548585861
521	0.07536381978
522	0.0752857129
523	0.07517262768
524	0.07508044749
525	0.07506696949
526	0.07500808886
527	0.07495953616
528	0.07490003963
529	0.07482425262
530	0.07477594371
531	0.07469440108
532	0.07462039532
533	0.07456481939
534	0.07443105904
535	0.07434272604
536	0.07433479038
537	0.07427906067
538	0.07422443873
539	0.07417606607
540	0.07416825085
541	0.07407419744
542	0.07401441268
543	0.07391567321
544	0.07382944371
545	0.07376448206
546	0.07370818566
547	0.07363835326
548	0.07357246564
549	0.07349950232
550	0.07341639556
551	0.07334662801
552	0.0732491754
553	0.07317198152
554	0.07316494729
555	0.07306947722
556	0.07296246478
557	0.0728816044
558	0.07280967849
559	0.07275748474
560	0.07267954113
561	0.07258569408
562	0.07247698492
563	0.07236389643
564	0.07228301783
565	0.07223609157
566	0.07212693489
567	0.07204151482
568	0.07196693093
569	0.07195570912
570	0.07191970897
571	0.07182406199
572	0.07174486968
573	0.07167434406
574	0.07160818449
575	0.07150832179
576	0.07147833398
577	0.07141846989
578	0.07134131331
579	0.07123069714
580	0.07115561003
581	0.07108503667
582	0.07099219947
583	0.07087856142
584	0.07080886074
585	0.07071625937
586	0.07064386921
587	0.0705487578
588	0.07048203284
589	0.07038787107
590	0.07029163441
591	0.07022147013
592	0.07014214928
593	0.07006224084
594	0.07001836682
595	0.0699281974
596	0.06982836487
597	0.069806326
598	0.06973412306
599	0.06966847271
600	0.06966018113
601	0.06956203917
602	0.06948653004
603	0.0694011797
604	0.06938246336
605	0.06929538237
606	0.06921388259
607	0.06912062563
608	0.06907525522
609	0.06898578355
610	0.06892501454
611	0.06890370918
612	0.06884484467
613	0.06881465139
614	0.06871665729
615	0.06864855699
616	0.06864269666
617	0.06863620834
618	0.06851914508
619	0.06846171684
620	0.06837038756
621	0.06827932205
622	0.06826926714
623	0.06820006976
624	0.06812072279
625	0.06805783922
626	0.06801301222
627	0.06793744362
628	0.06784833992
629	0.06781505409
630	0.06778506998
631	0.06769727448
632	0.06760362018
633	0.0675959051
634	0.06752260637
635	0.0674089778
636	0.06733974912
637	0.0672797099
638	0.06719963419
639	0.06713876218
640	0.06706319446
641	0.06703825427
642	0.06703254468
643	0.0669969205
644	0.06699013118
645	0.06693158303
646	0.06690122312
647	0.06689533334
648	0.06685687156
649	0.06680215314
650	0.06679639599
651	0.06670857276
652	0.06664846929
653	0.06661600947
654	0.066539143
655	0.06648914446
656	0.06644113011
657	0.06638348688
658	0.06627863667
659	0.06621171626
660	0.06618945814
661	0.06613540424
662	0.06612916266
663	0.06608403762
664	0.06602009152
665	0.06601264622
666	0.06594798191
667	0.0659240512
668	0.06586266428
669	0.06574348856
670	0.06568050735
671	0.06562630044
672	0.06559891331
673	0.06553679755
674	0.06546809694
675	0.06542705357
676	0.06532925415
677	0.06528403661
678	0.06520459629
679	0.06515096425
680	0.06511660349
681	0.06505885646
682	0.06498387564
683	0.06497856566
684	0.06491873821
685	0.06479475425
686	0.06475084322
687	0.06474451077
688	0.06469769593
689	0.06466767785
690	0.06460886633
691	0.06454116951
692	0.06451408403
693	0.06443175864
694	0.06436010549
695	0.0643059436
696	0.06420949475
697	0.06419187792
698	0.06418393956
699	0.06411922201
700	0.06403291475
701	0.06394618725
702	0.06389022677
703	0.06384569722
704	0.06376524508
705	0.06372774508
706	0.06370285914
707	0.06365241953
708	0.06364608692
709	0.06360932112
710	0.06355670773
711	0.06351694074
712	0.06344675459
713	0.06334278883
714	0.06324372769
715	0.06319432382
716	0.06317712415
717	0.06310749627
718	0.06304536836
719	0.06300033863
720	0.06297766666
721	0.06291526364
722	0.0628706383
723	0.0628454557
724	0.06276594967
725	0.06271518215
726	0.06262331525
727	0.062553269
728	0.06248027259
729	0.0623988519
730	0.06231933049
731	0.06226784837
732	0.06215084417
733	0.06210121677
734	0.06204955203
735	0.0620440838
736	0.06203722076
737	0.06199152938
738	0.06190845727
739	0.06182789876
740	0.06174625374
741	0.06168634238
742	0.06165261256
743	0.06164584775
744	0.06154977973
745	0.06144684641
746	0.06136594437
747	0.0613473113
748	0.06131640844
749	0.06123298887
750	0.0612073367
751	0.06113923124
752	0.0610342622
753	0.06102802148
754	0.06101016037
755	0.06094650874
756	0.06090227805
757	0.06084640369
758	0.06082256059
759	0.06075102774
760	0.06069225277
761	0.0605933215
762	0.06057288737
763	0.06050653954
764	0.06041615446
765	0.06037099662
766	0.06029666738
767	0.0602133148
768	0.06020712188
769	0.0600969111
770	0.06005136839
771	0.05995685521
772	0.05985089327
773	0.05978245138
774	0.05972465406
775	0.05968451079
776	0.05962781972
777	0.05957161024
778	0.05952255936
779	0.05948347724
780	0.05945958554
781	0.05940581321
782	0.05936066204
783	0.05927491141
784	0.05921896061
785	0.05920129678
786	0.05914049809
787	0.05909770875
788	0.05903143242
789	0.05899287711
790	0.05895335616
791	0.05891751679
792	0.05890994216
793	0.05885410753
794	0.0588017372
795	0.05874953893
796	0.0586781891
797	0.05867129661
798	0.05857843523
799	0.05852806331
800	0.05850510263
801	0.05847454212
802	0.05841086097
803	0.05837212312
804	0.0582893382
805	0.05823301323
806	0.05818763762
807	0.05814687444
808	0.05810205785
809	0.05802221915
810	0.05801700367
811	0.05801253551
812	0.05795914711
813	0.05786362989
814	0.05779110675
815	0.05771273416
816	0.05768173238
817	0.05764186324
818	0.05761799375
819	0.0575285115
820	0.05748440728
821	0.05747336883
822	0.05741375928
823	0.05732071837
824	0.05722669072
825	0.05715962224
826	0.05715567503
827	0.05712228961
828	0.05709352411
829	0.05703804205
830	0.05698770739
831	0.05696458213
832	0.05688913809
833	0.05685088956
834	0.05681401875
835	0.05676671271
836	0.05676149383
837	0.05674776799
838	0.0567037125
839	0.05664535017
840	0.05660033196
841	0.05651579122
842	0.05646878364
843	0.05642748824
844	0.05638540679
845	0.05637687408
846	0.05636771678
847	0.05634026486
848	0.05627626141
849	0.05620062703
850	0.05614816676
851	0.05611608955
852	0.05607621643
853	0.05603286521
854	0.05598465888
855	0.05594002664
856	0.05592163484
857	0.05587232875
858	0.05580744311
859	0.0557720997
860	0.05576733293
861	0.05576304849
862	0.05571749284
863	0.05567507312
864	0.05566868053
865	0.05564414503
866	0.05556963032
867	0.05548647538
868	0.05548024929
869	0.05540172722
870	0.05537802145
871	0.05530438488
872	0.05523158391
873	0.05518280636
874	0.05514901765
875	0.05510021171
876	0.0550829402
877	0.0550333768
878	0.05502842141
879	0.0549786439
880	0.05493469376
881	0.05489288513
882	0.05485471055
883	0.05481382465
884	0.05480716188
885	0.05477759021
886	0.05472876596
887	0.05467140415
888	0.05460690129
889	0.05453250622
890	0.05450928064
891	0.05442929795
892	0.05438303366
893	0.05435094375
894	0.05429413393
895	0.05426256726
896	0.05417959103
897	0.05410071362
898	0.05404044603
899	0.05401086133
900	0.05394942054
901	0.05391881791
902	0.05391485672
903	0.0538764313
904	0.05383108551
905	0.05382529273
906	0.05377709935
907	0.05372753468
908	0.05369992347
909	0.053642462
910	0.05361146575
911	0.05356207512
912	0.05344912931
913	0.05342811773
914	0.05339983265
915	0.05338353844
916	0.05337855906
917	0.05335256064
918	0.0533047303
919	0.05323814043
920	0.0532338451
921	0.05316577302
922	0.05311441532
923	0.05303459083
924	0.05297654363
925	0.05297230184
926	0.05291910486
927	0.05286865852
928	0.05282254324
929	0.05281842739
930	0.05277001657
931	0.05273706638
932	0.05271130753
933	0.05270706916
934	0.05266902559
935	0.05262071125
936	0.05257170805
937	0.05254437295
938	0.05251152821
939	0.05247047672
940	0.05241881997
941	0.0524146301
942	0.05231283403
943	0.05230771158
944	0.05228180059
945	0.05224803596
946	0.0521873383
947	0.05213787281
948	0.05213313423
949	0.05208412225
950	0.05203229005
951	0.05195133391
952	0.05193293132
953	0.05192892919
954	0.05186130933
955	0.05182796883
956	0.05176567825
957	0.05174559804
958	0.05169511888
959	0.05167407527
960	0.05166988623
961	0.0516645583
962	0.0516108115
963	0.05154493156
964	0.05145841344
965	0.05141759505
966	0.05136774569
967	0.05130081686
968	0.05124674706
969	0.05119998386
970	0.05116591627
971	0.05111272028
972	0.05107614559
973	0.05103621826
974	0.05097930144
975	0.05089737298
976	0.05084172957
977	0.05078521388
978	0.05078142866
979	0.0507777052
980	0.05077109357
981	0.05068677158
982	0.05063203925
983	0.05059407884
984	0.05051618704
985	0.05049284456
986	0.05047460042
