iter	Passed	Remaining
580	2216	1549
581	2220	1545
582	2223	1541
583	2227	1537
584	2230	1532
585	2234	1529
586	2237	1524
587	2241	1520
588	2244	1516
589	2248	1513
590	2252	1509
591	2256	1505
592	2260	1501
593	2264	1498
594	2268	1494
595	2275	1493
596	2279	1489
597	2283	1485
598	2287	1481
599	2291	1478
600	2295	1474
601	2300	1471
602	2305	1468
603	2310	1465
604	2315	1461
605	2319	1458
606	2323	1454
607	2326	1450
608	2330	1446
609	2334	1442
610	2337	1438
611	2341	1434
612	2344	1430
613	2348	1426
614	2352	1422
615	2355	1418
616	2359	1414
617	2363	1410
618	2366	1407
619	2370	1403
620	2373	1398
621	2377	1395
622	2380	1390
623	2384	1387
624	2388	1383
625	2391	1379
626	2395	1375
627	2399	1371
628	2403	1367
629	2406	1363
630	2410	1359
631	2413	1355
632	2417	1351
633	2420	1347
634	2424	1343
635	2427	1339
636	2431	1335
637	2434	1331
638	2438	1327
639	2441	1323
640	2445	1320
641	2449	1316
642	2453	1312
643	2456	1308
644	2460	1304
645	2464	1300
646	2468	1297
647	2471	1293
648	2474	1288
649	2478	1285
650	2482	1281
651	2485	1277
652	2488	1273
653	2492	1269
654	2495	1265
655	2499	1261
656	2503	1257
657	2507	1253
658	2511	1250
659	2515	1246
660	2519	1242
661	2523	1238
662	2526	1234
663	2530	1230
664	2533	1226
665	2537	1222
666	2540	1218
667	2544	1214
668	2547	1210
669	2551	1207
670	2555	1203
671	2559	1199
672	2562	1195
673	2566	1191
674	2569	1187
675	2573	1183
676	2576	1179
677	2580	1176
678	2584	1172
679	2588	1168
680	2592	1164
681	2596	1161
682	2599	1157
683	2603	1153
684	2606	1149
685	2610	1145
686	2613	1141
687	2616	1137
688	2620	1133
689	2624	1129
690	2627	1125
691	2631	1121
692	2634	1117
693	2638	1113
694	2641	1109
695	2645	1106
696	2649	1102
697	2652	1098
698	2671	1100
699	2674	1096
700	2677	1092
701	2680	1088
702	2683	1084
703	2686	1080
704	2689	1075
705	2693	1071
706	2696	1067
707	2699	1063
708	2702	1059
709	2705	1055
710	2709	1051
711	2712	1047
712	2715	1043
713	2719	1039
714	2723	1035
715	2726	1032
716	2730	1028
717	2734	1024
718	2737	1020
719	2740	1016
720	2743	1012
721	2747	1008
722	2750	1004
723	2754	1000
724	2757	996
725	2761	992
726	2765	989
727	2770	985
728	2774	981
729	2777	977
730	2781	973
731	2784	969
732	2787	965
733	2791	962
734	2794	958
735	2798	954
736	2801	950
737	2805	946
738	2809	942
739	2812	938
740	2815	934
741	2819	930
742	2822	927
743	2826	923
744	2830	919
745	2834	915
746	2838	911
747	2842	908
748	2845	904
749	2849	900
750	2854	896
751	2858	893
752	2862	889
753	2866	885
754	2870	882
755	2874	878
756	2878	874
757	2882	870
758	2885	866
759	2889	863
760	2893	859
761	2897	855
762	2900	851
763	2904	847
764	2907	843
765	2911	839
766	2915	836
767	2918	832
768	2921	828
769	2925	824
770	2928	820
771	2932	816
772	2935	812
773	2938	808
774	2942	804
775	2946	801
776	2949	797
777	2953	793
778	2956	789
779	2960	785
780	2963	781
781	2967	777
782	2970	774
783	2974	770
784	2977	766
785	2980	762
786	2984	758
787	2988	754
788	2992	750
789	2997	747
790	3001	743
791	3006	740
792	3010	736
793	3014	732
794	3018	728
795	3022	725
796	3026	721
797	3029	717
798	3033	713
799	3037	710
800	3041	706
801	3045	702
802	3048	698
803	3052	694
804	3055	690
805	3059	686
806	3062	683
807	3066	679
808	3070	675
809	3074	671
810	3077	667
811	3081	664
812	3085	660
813	3088	656
814	3092	652
815	3095	648
816	3099	644
817	3102	640
818	3106	637
819	3110	633
820	3113	629
821	3117	625
822	3120	621
823	3124	618
824	3128	614
825	3132	610
826	3136	606
827	3140	603
828	3144	599
829	3148	595
830	3152	591
831	3155	587
832	3159	584
833	3163	580
834	3166	576
835	3170	572
836	3174	568
837	3178	565
838	3182	561
839	3186	557
840	3190	553
841	3194	550
842	3199	546
843	3204	542
844	3208	539
845	3212	535
846	3215	531
847	3219	527
848	3223	523
849	3227	520
850	3231	516
851	3235	512
852	3239	508
853	3243	505
854	3247	501
855	3251	497
856	3255	493
857	3259	490
858	3264	486
859	3269	482
860	3273	479
861	3278	475
862	3283	471
863	3287	467
864	3291	464
865	3295	460
866	3299	456
867	3303	452
868	3307	449
869	3310	445
870	3314	441
871	3318	437
872	3322	433
873	3325	429
874	3329	426
875	3332	422
876	3336	418
877	3340	414
878	3343	410
879	3347	407
880	3350	403
881	3354	399
882	3358	395
883	3363	391
884	3367	388
885	3383	385
886	3386	381
887	3389	377
888	3392	374
889	3396	370
890	3400	366
891	3404	362
892	3408	358
893	3412	354
894	3416	351
895	3420	347
896	3424	343
897	3428	339
898	3432	336
899	3437	332
900	3440	328
901	3444	324
902	3448	320
903	3452	316
904	3455	313
905	3459	309
906	3463	305
907	3467	301
908	3470	297
909	3474	294
910	3478	290
911	3482	286
912	3486	282
913	3490	278
914	3493	274
915	3497	271
916	3500	267
917	3504	263
918	3508	259
919	3512	255
920	3515	251
921	3519	248
922	3523	244
923	3527	240
924	3531	236
925	3535	232
926	3540	229
927	3544	225
928	3548	221
929	3552	217
930	3556	213
931	3559	210
932	3563	206
933	3567	202
934	3570	198
935	3574	194
936	3578	190
937	3581	187
938	3586	183
939	3590	179
940	3595	175
941	3598	171
942	3602	168
943	3606	164
944	3609	160
945	3613	156
946	3616	152
947	3620	148
948	3624	145
949	3628	141
950	3631	137
951	3635	133
952	3638	129
953	3642	125
954	3645	122
955	3649	118
956	3652	114
957	3656	110
958	3659	106
959	3663	103
960	3667	99
961	3671	95
962	3675	91
963	3679	87
964	3683	83
965	3687	80
966	3691	76
967	3694	72
968	3698	68
969	3701	64
970	3705	61
971	3709	57
972	3713	53
973	3716	49
974	3720	45
975	3723	41
976	3727	38
977	3731	34
978	3734	30
979	3738	26
980	3742	22
981	3746	19
982	3749	15
983	3753	11
984	3756	7
985	3760	3
986	3763	0
