iter	Passed	Remaining
229	1140	3754
230	1145	3747
231	1149	3742
232	1154	3735
233	1158	3728
234	1163	3722
235	1168	3717
236	1172	3710
237	1176	3703
238	1181	3697
239	1185	3690
240	1190	3684
241	1194	3677
242	1199	3672
243	1203	3664
244	1207	3658
245	1212	3651
246	1216	3644
247	1220	3637
248	1225	3631
249	1229	3623
250	1233	3617
251	1236	3605
252	1240	3599
253	1245	3593
254	1249	3588
255	1254	3582
256	1260	3579
257	1264	3573
258	1270	3569
259	1274	3564
260	1279	3559
261	1283	3552
262	1288	3547
263	1293	3542
264	1298	3536
265	1302	3531
266	1307	3525
267	1312	3519
268	1316	3513
269	1320	3507
270	1325	3502
271	1330	3497
272	1335	3491
273	1339	3485
274	1343	3479
275	1348	3474
276	1353	3468
277	1358	3464
278	1363	3461
279	1368	3456
280	1374	3453
281	1379	3448
282	1385	3445
283	1390	3441
284	1396	3439
285	1401	3436
286	1407	3433
287	1412	3428
288	1417	3424
289	1423	3420
290	1427	3415
291	1432	3409
292	1437	3403
293	1442	3399
294	1446	3393
295	1451	3388
296	1456	3383
297	1460	3377
298	1465	3371
299	1470	3366
300	1476	3365
301	1482	3362
302	1488	3360
303	1494	3357
304	1500	3354
305	1506	3351
306	1512	3350
307	1518	3348
308	1525	3346
309	1531	3343
310	1537	3341
311	1544	3340
312	1550	3339
313	1558	3339
314	1563	3335
315	1568	3331
316	1573	3325
317	1578	3320
318	1583	3315
319	1588	3310
320	1606	3332
321	1610	3326
322	1615	3321
323	1621	3317
324	1625	3311
325	1630	3306
326	1648	3328
327	1653	3322
328	1658	3316
329	1662	3310
330	1667	3305
331	1672	3299
332	1676	3293
333	1681	3287
334	1686	3281
335	1690	3276
336	1695	3271
337	1701	3267
338	1707	3263
339	1712	3258
340	1717	3253
341	1722	3248
342	1727	3243
343	1732	3237
344	1736	3231
345	1741	3226
346	1746	3220
347	1750	3214
348	1755	3208
349	1759	3202
350	1764	3196
351	1768	3190
352	1773	3185
353	1778	3179
354	1782	3173
355	1787	3168
356	1792	3162
357	1797	3158
358	1802	3153
359	1808	3150
360	1813	3144
361	1817	3138
362	1822	3132
363	1826	3126
364	1830	3120
365	1835	3114
366	1840	3109
367	1844	3103
368	1850	3099
369	1855	3093
370	1859	3088
371	1865	3083
372	1870	3079
373	1875	3073
374	1880	3068
375	1884	3062
376	1889	3057
377	1894	3052
378	1899	3046
379	1903	3041
380	1908	3035
381	1913	3030
382	1918	3025
383	1923	3019
384	1927	3014
385	1932	3008
386	1937	3003
387	1941	2997
388	1946	2991
389	1951	2986
390	1956	2981
391	1960	2975
392	1965	2970
393	1970	2965
394	1974	2959
395	1979	2954
396	1984	2949
397	1990	2945
398	1995	2941
399	2001	2936
400	2006	2932
401	2012	2928
402	2017	2922
403	2021	2916
404	2026	2912
405	2031	2906
406	2036	2901
407	2040	2895
408	2046	2892
409	2050	2886
410	2055	2880
411	2059	2874
412	2064	2869
413	2069	2864
414	2073	2858
415	2108	2894
416	2112	2888
417	2117	2882
418	2122	2876
419	2126	2870
420	2136	2872
421	2142	2868
422	2153	2871
423	2158	2866
424	2164	2861
425	2169	2856
426	2174	2851
427	2179	2846
428	2185	2842
429	2190	2837
430	2198	2836
431	2204	2831
432	2211	2829
433	2216	2824
434	2223	2821
435	2228	2815
436	2233	2810
437	2237	2804
438	2242	2799
439	2247	2793
440	2252	2788
441	2256	2782
442	2261	2777
443	2266	2771
444	2270	2765
445	2275	2759
446	2279	2753
447	2284	2748
448	2288	2742
449	2293	2736
450	2297	2730
451	2302	2725
452	2307	2720
453	2312	2715
454	2318	2710
455	2323	2705
456	2328	2700
457	2333	2695
458	2338	2689
459	2343	2684
460	2348	2679
461	2353	2673
462	2357	2668
463	2362	2663
464	2367	2658
465	2372	2652
466	2377	2647
467	2382	2642
468	2388	2637
469	2392	2632
470	2398	2627
471	2402	2621
472	2407	2616
473	2411	2610
474	2416	2605
475	2421	2599
476	2426	2594
477	2430	2588
478	2435	2582
479	2439	2576
480	2444	2571
481	2448	2565
482	2452	2559
483	2457	2554
484	2462	2548
485	2467	2543
486	2472	2538
487	2477	2533
488	2481	2527
489	2486	2522
490	2491	2517
491	2496	2511
492	2500	2505
493	2505	2500
494	2510	2494
495	2515	2489
496	2519	2484
497	2523	2478
498	2528	2472
499	2532	2466
500	2537	2461
501	2542	2456
502	2547	2451
503	2552	2445
504	2556	2440
505	2562	2435
506	2567	2430
507	2572	2425
508	2576	2419
509	2581	2414
510	2586	2409
511	2591	2403
512	2596	2398
513	2601	2393
514	2605	2387
515	2609	2382
516	2614	2376
517	2619	2371
518	2624	2366
519	2629	2361
520	2634	2355
521	2638	2350
522	2643	2345
523	2648	2340
524	2653	2334
525	2658	2329
526	2662	2324
527	2667	2319
528	2672	2313
529	2676	2307
530	2680	2302
531	2685	2296
532	2689	2291
533	2694	2285
534	2698	2280
535	2703	2274
536	2707	2269
537	2712	2263
538	2717	2258
539	2721	2252
540	2725	2247
541	2730	2242
542	2735	2236
543	2739	2230
544	2744	2225
545	2748	2220
546	2753	2214
547	2757	2209
548	2762	2204
549	2767	2199
550	2772	2194
551	2777	2188
552	2782	2183
553	2787	2178
554	2791	2173
555	2796	2167
556	2800	2162
557	2805	2156
558	2809	2151
559	2813	2145
560	2818	2140
561	2823	2135
562	2827	2129
563	2832	2124
564	2836	2118
565	2841	2113
566	2845	2108
567	2850	2102
568	2854	2097
569	2858	2091
570	2863	2086
571	2867	2080
572	2872	2075
573	2876	2069
574	2880	2064
575	2885	2058
576	2889	2053
577	2894	2047
578	2899	2043
579	2904	2038
580	2910	2033
581	2915	2028
582	2920	2023
583	2925	2018
584	2929	2013
585	2934	2007
586	2938	2002
587	2943	1997
588	2948	1992
589	2952	1986
590	2957	1981
591	2961	1976
592	2966	1971
593	2971	1965
594	2975	1960
595	2980	1955
596	2984	1949
597	2988	1943
598	2992	1938
599	2997	1933
600	3001	1927
601	3005	1922
602	3009	1916
603	3014	1911
604	3018	1905
605	3023	1900
606	3027	1895
607	3031	1889
608	3036	1884
609	3040	1879
610	3045	1873
611	3050	1869
612	3055	1864
613	3060	1859
614	3064	1853
615	3069	1848
616	3074	1843
617	3078	1838
618	3083	1832
619	3088	1827
620	3092	1822
621	3096	1817
622	3101	1812
623	3105	1806
624	3109	1801
625	3114	1796
626	3119	1790
627	3123	1785
628	3127	1780
629	3131	1774
630	3136	1769
631	3140	1764
632	3144	1758
633	3149	1753
634	3154	1748
635	3158	1743
636	3163	1738
637	3168	1733
638	3172	1727
639	3177	1722
640	3182	1717
641	3187	1712
642	3192	1707
643	3199	1703
644	3204	1698
645	3210	1694
646	3215	1689
647	3220	1685
648	3226	1680
649	3231	1675
650	3237	1670
651	3243	1666
652	3248	1661
653	3253	1656
654	3258	1651
655	3263	1646
656	3268	1641
657	3273	1636
658	3278	1631
659	3283	1626
660	3287	1621
661	3292	1616
662	3297	1611
663	3303	1607
664	3309	1602
665	3314	1597
666	3319	1592
667	3323	1587
668	3328	1582
669	3333	1577
670	3338	1572
671	3343	1567
672	3348	1562
673	3353	1557
674	3358	1552
675	3363	1547
676	3368	1542
677	3372	1537
678	3377	1532
679	3382	1526
680	3386	1521
681	3390	1516
682	3395	1511
683	3399	1506
684	3404	1501
685	3408	1495
686	3413	1490
687	3417	1485
688	3422	1480
689	3426	1474
690	3431	1470
691	3435	1464
692	3440	1459
693	3445	1454
694	3449	1449
695	3453	1444
696	3458	1438
697	3462	1433
698	3466	1428
699	3471	1423
700	3475	1417
701	3480	1412
702	3483	1407
703	3488	1402
704	3492	1397
705	3497	1392
706	3502	1387
707	3507	1382
708	3512	1377
709	3516	1371
710	3520	1366
711	3525	1361
712	3529	1356
713	3534	1351
714	3539	1346
715	3543	1341
716	3548	1336
717	3552	1331
718	3557	1325
719	3561	1320
720	3566	1315
721	3571	1310
722	3575	1305
723	3580	1300
724	3585	1295
725	3589	1290
726	3594	1285
727	3598	1280
728	3603	1275
729	3607	1270
730	3611	1264
731	3616	1259
732	3620	1254
733	3625	1249
734	3629	1244
735	3634	1239
736	3638	1234
737	3643	1229
738	3648	1224
739	3652	1219
740	3657	1214
741	3661	1209
742	3666	1204
743	3670	1198
744	3675	1193
745	3679	1188
746	3684	1183
747	3689	1178
748	3693	1173
749	3698	1168
750	3703	1163
751	3707	1158
752	3712	1153
753	3716	1148
754	3721	1143
755	3725	1138
756	3730	1133
757	3734	1128
758	3738	1123
759	3743	1118
760	3747	1112
761	3751	1107
762	3756	1102
763	3761	1097
764	3765	1092
765	3771	1087
766	3776	1083
767	3781	1078
768	3786	1073
769	3792	1068
770	3798	1064
771	3803	1059
772	3808	1054
773	3814	1049
774	3819	1044
775	3825	1040
776	3830	1035
777	3835	1030
778	3841	1025
779	3845	1020
780	3850	1015
781	3854	1010
782	3862	1006
783	3867	1001
784	3873	996
785	3877	991
786	3882	986
787	3887	981
788	3892	976
789	3896	971
790	3900	966
791	3905	961
792	3909	956
793	3914	951
794	3919	946
795	3923	941
796	3928	936
797	3933	931
798	3939	926
799	3944	922
800	3949	917
801	3953	912
802	3958	907
803	3963	902
804	3967	897
805	3972	892
806	3977	887
807	3981	882
808	3986	877
809	3991	872
810	3995	867
811	3999	862
812	4004	857
813	4009	852
814	4013	846
815	4017	841
816	4021	836
817	4026	831
818	4030	826
819	4035	821
820	4039	816
821	4043	811
822	4047	806
823	4052	801
824	4056	796
825	4061	791
826	4065	786
827	4070	781
828	4074	776
829	4079	771
830	4084	766
831	4089	761
832	4094	756
833	4099	752
834	4103	746
835	4108	742
836	4112	736
837	4116	731
838	4121	726
839	4125	721
840	4129	716
841	4134	711
842	4138	706
843	4143	701
844	4147	697
845	4152	692
846	4156	687
847	4161	682
848	4166	677
849	4170	672
850	4175	667
851	4179	662
852	4184	657
853	4188	652
854	4193	647
855	4198	642
856	4202	637
857	4207	632
858	4211	627
859	4216	622
860	4220	617
861	4225	612
862	4230	607
863	4234	602
864	4239	597
865	4244	593
866	4249	588
867	4254	583
868	4258	578
869	4263	573
870	4267	568
871	4273	563
872	4277	558
873	4282	553
874	4287	548
875	4292	543
876	4296	538
877	4301	534
878	4306	529
879	4310	524
880	4314	519
881	4319	514
882	4324	509
883	4328	504
884	4332	499
885	4337	494
886	4342	489
887	4346	484
888	4351	479
889	4355	474
890	4360	469
891	4365	464
892	4371	460
893	4376	455
894	4381	450
895	4387	445
896	4392	440
897	4397	435
898	4402	430
899	4408	426
900	4412	421
901	4417	416
902	4422	411
903	4426	406
904	4431	401
905	4437	396
906	4442	391
907	4447	386
908	4451	381
909	4455	377
910	4460	372
911	4464	367
912	4469	362
913	4474	357
914	4478	352
915	4482	347
916	4486	342
917	4491	337
918	4495	332
919	4500	327
920	4505	322
921	4509	317
922	4514	313
923	4519	308
924	4524	303
925	4529	298
926	4534	293
927	4538	288
928	4543	283
929	4548	278
930	4552	273
931	4556	268
932	4561	264
933	4565	259
934	4570	254
935	4574	249
936	4579	244
937	4583	239
938	4588	234
939	4592	229
940	4596	224
941	4601	219
942	4605	214
943	4610	210
944	4614	205
945	4618	200
946	4623	195
947	4628	190
948	4632	185
949	4636	180
950	4640	175
951	4645	170
952	4650	165
953	4654	161
954	4659	156
955	4664	151
956	4669	146
957	4674	141
958	4679	136
959	4683	131
960	4688	126
961	4692	121
962	4697	117
963	4702	112
964	4706	107
965	4711	102
966	4716	97
967	4720	92
968	4725	87
969	4730	82
970	4734	78
971	4738	73
972	4743	68
973	4747	63
974	4752	58
975	4757	53
976	4761	48
977	4765	43
978	4770	38
979	4774	34
980	4780	29
981	4785	24
982	4790	19
983	4795	14
984	4800	9
985	4806	4
986	4812	0
